rank,lecture_id,recommendation_score,preference_similarity,predicted_quality_norm,predicted_quality_5pt,article_count,rating_count,rating_average,rating_average_norm,assignment_low_score,assignment_high_score,teamwork_low_score,teamwork_high_score,grading_generous_score,grading_strict_score,attendance_light_score,attendance_strict_score,exam_light_score,exam_heavy_score,text_assignment_negative_tfidf,text_assignment_positive_tfidf,text_assignment_tfidf,text_attendance_negative_tfidf,text_attendance_positive_tfidf,text_attendance_tfidf,text_exam_negative_tfidf,text_exam_positive_tfidf,text_exam_tfidf,text_grading_negative_tfidf,text_grading_positive_tfidf,text_grading_tfidf,text_negative_ratio,text_neutral_ratio,text_positive_ratio,text_teaching_negative_tfidf,text_teaching_positive_tfidf,text_teaching_tfidf,text_teamwork_negative_tfidf,text_teamwork_positive_tfidf,text_teamwork_tfidf,top_tfidf_terms,sample_review
94,2086876,0.7196397330132428,0.6281850600369732,0.9330339699578721,4.66516984978936,20,81,4.58,0.916,0.61875,0.38125,0.675,0.325,0.81875,0.18125,0.23125,0.43125,0.67875,0.10375,0.0,0.201808,0.141309,0.0,0.079047,0.034431,0.0,0.084656,0.084656,0.0,0.166967,0.166967,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.089802,0.019765,"질문도, 과제도, 좋은, 없고, 수업도, 오프라인, 없어요, 글쓰기, 오픈, 막판에, 별로, 착하십니다, 편했습니다, 받아주시고, 고명북, 됩니다, 오픈북이라, 거의, 쉽습니다, 착하시고",완죤 꿀이 흐릅니다. 교수님은 다정하시고 착하십니다. 좋은 성적 원하신다면 족보 구하셔서 읽어보세요! 문제와 보고서 스타일 파악하면 내가 이 구역 학점 킬러! 저는 전전 학생이구요. 살랑살랑 서울가서 에이쁠 맞았어욥
95,2087530,0.7193390329748399,0.6187159266273206,0.9541262811190518,4.7706314055952594,20,311,4.86,0.972,0.734727,0.265273,0.963023,0.036978,0.927652,0.072347,0.720257,0.096463,0.749839,0.128456,0.0,0.030661,0.021469,0.0,0.0,0.0,0.0,0.013755,0.013755,0.0,0.223247,0.223247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"1학점, 채우기, 학점, 이수, 재난, 영상, 없어요, 애매하게, 남으면, 30분, 들으면, 과목, 이거, 적당히, 완전, 재난의, 출결이면, 날먹임, 일자랑, 알아보셈",듣고 싶은 강의 있으면 그걸 들으면 되고 학점 채우려고 듣는거면 재난의 역사 강의가 개꿀임 그냥 영상 틀어놓고 퀴즈는 지피티 돌려서 적당히 풀면 그냥 이수 기준 넘음
96,2086871,0.7186734769661356,0.6287339183338878,0.9285324471080473,4.642662235540237,5,45,4.87,0.974,0.7,0.3,0.833333,0.166666,0.911111,0.088889,0.077778,0.800001,0.552222,0.257778,0.0,0.367929,0.257631,0.0,0.0,0.0,0.0,0.147568,0.147568,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.158711,0.158711,0.0,0.0,0.0,"영화, 영화란, 앙드레, 바쟁의, 공자, 무엇인가, 대해서, 영화에, 관점에서, 우리가, lt, 라는, 책을, 여러, 있는, 것이, 아무생각도, 직배아니면, 고전명저라길래, 프랑스의","고전명저라길래 공자,맹자 등의 사람들을 생각했는데 프랑스의 영화 비평가에 대해서 한다길래 처음엔 좀 놀랐음. 학기가 끝나고 보니 오히려 이 교수님이 걸려서 정말 다행이라고 생각함. 매주마다 자신의 생각을 정리할 수 "
97,1937034,0.7183259383000853,0.6178777959739898,0.9527049370609746,4.763524685304873,20,397,4.9,0.98,0.596977,0.403022,0.81738,0.18262,0.93199,0.06801,0.115869,0.767003,0.656549,0.171663,0.0,0.173609,0.121564,0.0,0.158094,0.068862,0.0,0.064044,0.064044,0.0,0.135075,0.135075,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.088039,"윤민향, 성균논어는, 댓글, 중간대체, 논어, 진행, 발표, 토론, 구절을, 교수님이, 성균색에세이, 순서가, 밀려서, 있었습니다, 절대평가로, 약술형, 파일, 아니라, 주십니다, 들으세요",그냥 무조건 들어야 합니다. 수업도 재밌게 해주시고 성적도 정말 잘 주십니다. 덕분에 논어에 대해서 심도 있게 배울 수 있었습니다.
98,2249343,0.7176857123389146,0.6252657263042078,0.933332346419897,4.666661732099485,20,94,4.81,0.962,0.367021,0.632979,0.202128,0.797872,0.909575,0.090426,0.335106,0.303192,0.951064,0.025532,0.0,0.416026,0.291309,0.0,0.079047,0.034431,0.0,0.119248,0.119248,0.0,0.096204,0.096204,0.0,0.0,1.0,0.0,0.026038,0.026038,0.0,0.05,0.011005,"매주, 않습니다, 토론이, 미화되기, 교육과정, 이슈, 없고, 과제, 조금, 별로, 되지만, 있지만, 토론, 부담, 성적도, 할만합니다, 미리, 주십니다, 굉장히, 귀찮긴",교수님 정망 좋으시고 수업도 크게 부담없어요! 성적도 너그럽게 주십니다
99,2086998,0.7175574273025125,0.6358332065742923,0.9082472756683596,4.541236378341798,20,129,4.87,0.974,0.817829,0.182171,0.972868,0.027132,0.868217,0.131783,0.476745,0.182171,0.418217,0.381395,0.0,0.0,0.0,0.0,0.0,0.0,0.185743,0.219426,0.270275,0.197822,0.231012,0.294797,0.1,0.05,0.85,0.0,0.032677,0.032677,0.0,0.0,0.0,"맞으시고, 변리사, 변리사를, 써보는, 교양입니다, 다른, 핵균, 쓰시면, 시험은, 보고, 것도, 객관식, 내용에, 갑자기, 자세히, 거의, 관심, 질문, 같고, 중간","계절학기같은 경우에는 시험은 중간,기말 총 2번 보고 토론점수를 합해서 성적을 산출했습니다. 중간시험은 객관식,주관식 문제로 이루어져 있고 난이도는 강의를 듣고 풀만한 쉬운 난이도의 문제였습니다.허나 평균이 높아 실"
100,2249694,0.7174374073360058,0.639926151528649,0.8982970042198386,4.491485021099193,20,199,4.88,0.976,0.535176,0.464824,0.977387,0.022613,0.816583,0.183417,0.424623,0.135678,0.4,0.4,0.0,0.061321,0.042938,0.0,0.0,0.0,0.0,0.251958,0.251958,0.0,0.134548,0.134548,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.1,0.033014,"시험은, 실수, 어렵지는, 미트라, 않지만, 문제, 쉽고, 풀어주셔서, 타격이, 다들, 풀이, 난이도도, 있는데, 발표, 모르겠다, 수업을, 시험, 주는, 쉽습니다, 중간중간","중간,기말 두 번에 거의 매주 문풀과제가 나갑니다. 과제는 어렵지 않지만 숫자가 더러운 경우가 종종있는데 친구들과 더블체크 해보시길바랍니다. 시험은 교수님이 강조하거나 중요한 부분만 출제하시는데 최근에는 용수철 파트"
101,44712,0.7169131268203024,0.6133671891878206,0.9585203146294268,4.792601573147134,20,140,4.84,0.968,0.957143,0.042857,0.975,0.025,0.846428,0.153571,0.082143,0.814285,0.412857,0.391428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120826,0.120826,0.0,0.102129,0.102129,0.0,0.0,1.0,0.0,0.032677,0.032677,0.0,0.0,0.0,"김준호, 권재영, 강의력이, 모두, 유전학에, 뇌과학, 대한, 파트는, 위주로, 재미있습니다, 흥미로운, 내용이, 잘하시고, 공부하기, 전반적으로, 느낌이, 나와요, 그래도, 있는, 있었습니다","김준호 교수님: 수업을 정말 잘하시고 열심히 하신다, 강의와 강의안이 컴팩트하고 공부하기 좋다, 내용은 권재영 교수님보다 조금 어려울 수 있지만 이해하고 나면 김준호 교수님이 얼마나 강의를 잘 짜셨는지 알 수 있다 "
102,44426,0.7165728229832908,0.6297883213536858,0.9190699934523694,4.595349967261847,20,221,4.53,0.906,0.877828,0.122172,0.89819,0.10181,0.920814,0.079186,0.266968,0.477376,0.402941,0.397285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234078,0.234078,0.0,0.384468,0.384468,0.0,0.1,0.9,0.0,0.111918,0.111918,0.0,0.0,0.0,"객관식경제학, 무조건, 문제, 진도가, 비쁠입니다, 학원식, 어렵습니다, 강의하시는, 판서가, 경제학에, 빨라서, 복습하고, 풀어보세요, 가장, 이번학기는, 빠르고, 교과서, 에이쁠, 강의력, 객관식",그냥 천사 엔젤 지져스 붓따 충무공 킹세종 테스형 등 온갖 성현의 이름을 붙혀도 모자란 '나의 아저씨' 선구형. 무조건 들으십쇼 최상위권애들 조온나 잘하긴해도 이건 들어야함. 갓구형 강의하나듣고 경제복전 바로넣었음.
103,2087531,0.7160166108622832,0.6139769555345899,0.9541091399602343,4.770545699801171,20,171,4.88,0.976,0.725146,0.274854,0.964913,0.035088,0.938596,0.061403,0.663743,0.093567,0.680409,0.202339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025933,0.025933,0.0,0.223247,0.223247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"2학점, 미리미리, 학점, 근현대, 스밍, 좋습니다, 받기, 개꿀, 쉽고, 강의가, 듣기, 들엇고, 얻어감, 이틀이면, 꿀꺽, 듣기에요, 묵자, 도전과, 평화의, 사상가",꿀 근현대 2개 들엇고 기말 볼 수 있는 기간이 생각보다 짧으니 주의 2학점 얻어감
104,2576279,0.7156022060739757,0.6165008937332064,0.946838601535771,4.734193007678855,20,80,4.79,0.958,0.70625,0.29375,1.0,0.0,0.91875,0.08125,0.38125,0.23125,0.395,0.4075,0.0,0.135286,0.09473,0.0,0.0,0.0,0.0,0.112354,0.135722,0.0,0.128096,0.192408,0.05,0.05,0.9,0.0,0.046587,0.046587,0.0,0.0,0.0,"gpt, 지피티, 가능이라, 사용, 시험도, 학점, 시험이랑, 되기, 3학점, 남으면, 어렵지도, 써도, 무조건, 퀴즈, 때문에, goat, 개꿀, 교수님이, 오픈북, 꿀강","수학적모델링이 아니라 생성형ai로 마우스 딸깍하는 걸 배우게 되는 강의. 교수님이 강의시간에 학점 스트레스를 줄여주고 싶다는 취지로 말씀하시고, 그대로 실천에 옮기십니다. 시험에 생성형ai를 써도 되기 때문에 gpt"
105,83750,0.71553088334585,0.6158850426590675,0.9480378449483428,4.740189224741714,20,142,4.58,0.916,0.897164,0.102836,0.957447,0.042553,0.900709,0.099291,0.177305,0.648936,0.363121,0.458865,0.0,0.135286,0.09473,0.0,0.237141,0.103293,0.0,0.13558,0.13558,0.0,0.161042,0.161042,0.0,0.05,0.95,0.0,0.066961,0.102279,0.0,0.0,0.0,"문제, 독학, 풀면, 따라가도, 열심히, 구글링으로, 교수님이, 풀어보면, 출석, 퀴즈, 연습문제, 있다, 그대로, 시험은, 읊으심, 절반밖에, 쪽지시험있어요, 오프수업으로, 바꿨는데, 부분이니까",윤상운 교수님은 row operation을 하지 않고 열공간의 기저를 찾을 수 있다.
106,2454561,0.7133711731456169,0.6268917416352712,0.9151565133364241,4.57578256668212,16,56,4.5,0.9,0.8125,0.1875,0.991071,0.008929,0.607142,0.392857,0.071428,0.598214,0.75,0.0,0.0,0.260773,0.182598,0.0,0.197618,0.129116,0.0,0.152647,0.152647,0.0,0.0,0.040524,0.0,0.0625,0.9375,0.0,0.040846,0.040846,0.0,0.0,0.0,"알쓸신잡, 다큐멘터리, 3시간, 이름, 문화인류학에, ufo에, 돌리면서, 일찍, 다큐, 어떤, 내용, 영상, 반은, 배울, 항상, 종이, 느낌의, 출석, 출결도, 기말은",강의 반은 영상물 틀어주셔서 너무 좋았어요 게다가 일찍 끝내주시기까지 딱히 뭘 배우진 않았지만 이런 저런 문화 이야기 듣는건 재밌었어요 그래서 시험 공부도 잘 되는 편
107,42489,0.7132895050311199,0.6211359863947489,0.9283143818493188,4.641571909246594,6,46,4.67,0.934,0.641304,0.358696,0.967392,0.032608,0.782608,0.217391,0.228261,0.52174,0.4,0.4,0.0,0.61186,0.428436,0.0,0.26349,0.11477,0.0,0.350678,0.350678,0.0,0.108064,0.108064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"하나, 레포트, 분석하는, 아침, 같고, 같아요, 없어요, 르네상스, 18세기, 공감가는, 다수결로, 정하시고, 여려모로, 레포트에만, 피곤했지만, 삼천포로, 중간끝나고, 쓰지않는, 생각이지만, mc나","수업 내용도 좋았고, 수업 외적으로 교수님께서 해 주시는 이야기들도 개인적으로는 공감가는 부분이 많아서 좋았다. 출석 체크 매시간, 과제 하나, 중간고사, 기말고사. 중간, 기말 일정도 학생들 다수결로 정하시고 여려"
108,1856229,0.711263695269684,0.6299105343410579,0.9010877374364782,4.505438687182391,20,69,4.41,0.882,0.753623,0.246377,0.557971,0.442029,0.797102,0.202899,0.152174,0.666667,0.668841,0.092754,0.0,0.0,0.0,0.0,0.079047,0.034431,0.0,0.242357,0.242357,0.0,0.134021,0.134021,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.710795,0.156443,"발표, 중간고사, 발표는, 영어를, 시험, 넘었다, overview를, 발표가, 양자를, 아니면, 양자역학, 기말, 때문이다, 바짝, 40점, 중간만, 평균, 하지만, 자체는, 핵균","기말 1등 했습니다. 평소 강의 열심히 듣고, 시험 전날 밤새서 한번씩 2배속으로 듣고, 들으면서 word로 핵심내용 정리해서 13페이지정도로 압축했고, 총 10시간 기말고사에 사용했습니다. 내용이 쉽고 재밌어서 간"
109,484381,0.709323785922606,0.6006519755873129,0.9628913433716233,4.814456716858117,20,124,4.15,0.83,0.814516,0.185484,0.89113,0.108871,0.939516,0.060484,0.270161,0.471774,0.4,0.4,0.0,0.030661,0.021469,0.0,0.0,0.0,0.0,0.088986,0.088986,0.0,0.096731,0.096731,0.05,0.0,0.95,0.0,0.105031,0.105031,0.0,0.25,0.055024,"재정학, 로젠의, 판서, 친절하시고, 일찍, 교재, 시험, 그대로, 발표, 역시, 늦게, 공부할, 설명, 강의도, 따로, 듣기, 4챕터, 판서하셔서, 꿀강인것같음, 짱박사",판서 깔끔하고 따로 강의도 찍어서 올리시는 거 보면 됩니다 추천!
110,2836321,0.7091365138344821,0.5866034489315014,0.9950469986081037,4.975234993040519,7,47,4.98,0.996,0.989362,0.010639,1.0,0.0,0.957447,0.042553,0.255319,0.478724,0.4,0.4,0.0,0.0,0.0,0.0,0.225849,0.098374,0.0,0.040977,0.040977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"내용도, 휴강이, 중간은, 빼고는, 온라인으로, 영어로, 시험에, 배우는, 여셨는데, 0였습니다, 60프로, 칼을, 빼드셨고, 대충한, 50점대로, 나락갔으니깐, 알아듣는다, 얕다, 중간이었습니다, 3학년이면",교수님이 이 수업을 처음 여셨는데 중간은 변별력이 0였습니다. 거의 100점 만점에 85-95점 사이가 60프로 가까이 됐습니다. 결국 기말은 칼을 빼드셨고 중간 때 90 이상 받았다고 공부 대충한 사람들 다 50점
111,990887,0.7090364983320092,0.6247202044278484,0.9057745174417178,4.528872587208589,20,514,4.6,0.92,0.441748,0.558253,0.918446,0.081553,0.826214,0.173786,0.410679,0.290291,0.52563,0.257669,0.0,0.122643,0.085877,0.0,0.0,0.0,0.174326,0.187157,0.23488,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.026038,0.026038,0.0,0.0,0.0,"코딩, 매주, 기말, 온라인, 파이썬, 편합니다, 구름이라는, 구름, 몰빵이고, 시험봅니다, 사이트에서, 기말고사만, 꿀과목, 과제가, 코드, 수월하게, 어렵지, 과제, 시험, 푸는",좋은 강의입니다 오픈북인 기말한번 시험봅니다 groom에서 매주 과제가 있으니 이것만 신경쓰시먄 됩니다
112,2086981,0.7080997621329346,0.6294963391833162,0.8915077490153777,4.457538745076889,20,694,4.4,0.88,0.538905,0.461094,0.96902,0.03098,0.736312,0.263688,0.457493,0.163544,0.703819,0.057925,0.0,0.496049,0.347343,0.0,0.158094,0.068862,0.0,0.184005,0.184005,0.0,0.032419,0.032419,0.05,0.1,0.85,0.0,0.065715,0.065715,0.0,0.0,0.0,"퀴즈, 매주, 퀴즈가, 기말, 지피티, 유익함, 시험도, 예술에, 들으면, 논술형, 있음, 오픈북이라, 퀴즈는, 없고, 오픈북, 하지만, 있긴, 모르겠음, 양이, 부담",AI 안 쓰고 온라인 강의만 잘 들으면 매주 출제되는 퀴즈 쉽게 풀 수 있음. 시험도 오픈북이라 큰 부담 없이 볼 수 있음.
113,787745,0.7076155784092737,0.6013129310226574,0.955655088978045,4.778275444890225,20,149,4.72,0.944,0.721476,0.278523,0.956376,0.043624,0.859061,0.140939,0.214765,0.617449,0.394631,0.404698,0.0,0.061321,0.042938,0.0,0.0,0.0,0.0,0.122237,0.122237,0.0,0.095677,0.095677,0.0,0.0,1.0,0.0,0.066961,0.066961,0.0,0.0,0.0,"그래도, 쉬워서, 비해, 시험, 나옴, 듣는거, 외울게, 느꼈습니다, 과목이, 마지막에, 많은, 늦게, 과제도, 조금, 한국어로, 다른, 과목입니다, 문제도, 들어도, 같다",교양같은 느낌입니다. 저는 이과목으로 힐링하면서 다른 전공 공부했습니다. 수업은 교안이 좋아서 열심히 따라가면 과제 시험 모두 쉽습니다.
114,1937082,0.7075417179458183,0.6336274132719039,0.8800084288516189,4.400042144258094,20,141,4.77,0.954,0.627659,0.37234,0.932624,0.067377,0.819149,0.18085,0.319149,0.315603,0.437234,0.357447,0.0,0.061321,0.042938,0.0,0.0,0.0,0.0,0.165795,0.165795,0.0,0.170763,0.170763,0.1,0.05,0.85,0.0,0.046587,0.046587,0.0,0.0,0.0,"서지학에, 전시회, 시험, 서평, 귀여우시고, 서지학이라는, 전공다운, 교수님이, 들을, 갖게, 한자가, 알아갈, 흥미를, 모두, 분야에, 있어서, 하는, 비쁠, 알려주셔서, 나올",진짜 배울 것도 많고 교수님 강의력이 넘 좋으셔서 한 학기 내내 전공다운!! 수업을 들었네요. 서지학에 관심 없어도 문정 학생이라면 필수로 들으면 좋을 것 같아요. 시험이 약간 부담스러울 수는 있는데 교수님이 시험 
115,42290,0.7069216222360228,0.6022024617867315,0.9512663299510361,4.756331649755181,20,152,4.8,0.96,0.924342,0.075658,0.980263,0.019737,0.842105,0.157894,0.236843,0.516447,0.401316,0.401316,0.0,0.061321,0.042938,0.0,0.224079,0.097603,0.0,0.117644,0.117644,0.0,0.186821,0.186821,0.0,0.0,1.0,0.0,0.058714,0.058714,0.0,0.0,0.0,"잘해주시고, 족보에서, 안하셨습니다, 교재, 그는, 나옵니다, 전자출결, 교수님입니다, 교수님이, 과제도, 없고, 없다, 시험은, 있을, 출튀하지말고, 들어주자, 재수강생이, 너만, 별로가, 30점대이다",진짜 완벽한 교수님과 수업. 직배를 걸렸다면 그냥 세상에 감사하고 출튀하지말고 교수님 수업 잘 들어주자
116,2010058,0.7049879682992164,0.6228715624240034,0.89659291534138,4.4829645767069,20,66,4.68,0.936,0.530303,0.469697,0.954545,0.045455,0.742424,0.257576,0.257576,0.477272,0.535607,0.312122,0.0,0.061321,0.042938,0.0,0.101806,0.044344,0.0,0.1501,0.1501,0.0,0.146731,0.146731,0.0,0.05,0.95,0.0,0.065715,0.065715,0.0,0.0,0.0,"교수님이, 친절하심, 오프라인이었으면, 대체과제여서, 못한게, 늦게오면, 좋은, 실강으로, 코로나학기라, 과제도, 진정한, 열정적이세요, 중간, 교수님을, 점에서, 많아서, 대한, 있어서, 변별력이, 좋았다",교수님 너무너무 친절하심. 메일 한 번 보냈었는데 친절함이 모니터를 뚫고 나옴 ㄹㅇ 학생 편의 많이 봐주려고 하시는 듯. 수업 내용도 재밌고 과제도 별로 부담 없다. 비대면 강의인 게 너무 아쉬울 지경... 대면 강
117,1937117,0.7045821215217258,0.6256790226183286,0.8886893522963195,4.443446761481598,20,142,4.52,0.904,0.345071,0.654929,0.764085,0.235916,0.753521,0.246479,0.176057,0.633803,0.724296,0.180282,0.0,0.337268,0.257631,0.0,0.0,0.0,0.0,0.184925,0.213022,0.0,0.141527,0.141527,0.0,0.05,0.95,0.0,0.102854,0.102854,0.0,0.05,0.011005,"매주, 과제, 과제가, 중국, 마케팅, 중간, 있지만, 개인적으로, 중국에, 기말과제에, 내용, 많은, 중간과제는, 반영하면, 3일, 다니면서, 같아요, 기말, 했더니, 수업입니다",재밌는 수업입니다 중국시장에 대해 많이 알게 되었고 점수도 잘 주신 것 같아요
118,2748884,0.7032091849734081,0.6399818090906019,0.8507397286999561,4.2536986434997806,20,80,4.48,0.896,0.603896,0.396104,0.961039,0.038961,0.642857,0.357143,0.025974,0.87013,0.730519,0.025974,0.0,0.061321,0.042938,0.0,0.0,0.0,0.0,0.221815,0.264374,0.0,0.231805,0.231805,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,"문제, 알려주시고, 시험, 답안, 미리, 들을, 알려주시니까, 성적, 그래도, 전에, 논어, 교안, 솔직히, 기말, 지피티, 알려주십니다, 수업은, 채워서, 교수님이, 굳이",솔직히 수업 안들었음.. 그냥 무난하게 들을 만함 기말 한번 보는데 사전에 문제 다 알려주심 시험 전날 24시에 교안 다 내리시니까 미리미리 준비하시길..
119,2893101,0.7030649308399544,0.5940847322955418,0.9573520607769171,4.786760303884586,20,66,4.68,0.936,0.992424,0.007576,0.992424,0.007576,0.878788,0.121212,0.469697,0.060606,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084847,0.097025,0.0,0.168021,0.168021,0.0,0.05,0.95,0.0,0.078113,0.078113,0.0,0.0,0.0,"컷도, 공법, 사례형, 공법생들, 민법, 너그럽게, 시험도, 성적, 녹화해서, 성적도, 느껴집니다, 이정도면, 올려주시고, 웬만하면, 강의력, 오픈북, 좋으신, 주시고, 개널널해서, 잡았어요",공법생들 호들갑에 징징대는건 진짜 전국 원탑인듯 ㅋㅋ 강의 내용 전부 녹화해서 당일날 올려주시지 시험도 오픈북으로 내시지 그마저도 교안에 빈칸만 뚫어서 그대로 내셨지 절대평가에 오픈북 시험이지만 70점부터 A+ 주시
120,105776,0.7029983494918277,0.6087294749682819,0.9229590567134348,4.614795283567174,20,71,4.55,0.91,0.852113,0.147888,0.605634,0.394366,0.830986,0.169014,0.140845,0.669015,0.707747,0.112676,0.0,0.045095,0.031577,0.0,0.0,0.0,0.0,0.025933,0.025933,0.0,0.064838,0.064838,0.0,0.1,0.9,0.0,0.0,0.034285,0.0,0.105398,0.023198,"나들이, a4, 내년부터, 중국어, 나가는, 좋아요, 가는, 국제어, 문제도, 다시, 없습니다, 진행하신다고, 바뀌면, 개꿀과목이지만, 현장답사도, 구경하는, 팀플1번, 기말1번입니다, 서울, 곳곳에",추천하는 강의지만 내년부터 중국어 국제어 수업으로 진행하신다고 하네요.. 한국어로 바뀌면 한 번 다시 들어보시는걸 추천드려요
121,2377029,0.7028499839828162,0.6322781150010188,0.8675176782736765,4.337588391368382,20,162,4.2,0.84,0.254658,0.745342,0.335403,0.664597,0.854037,0.145963,0.068324,0.857143,0.959317,0.026087,0.0,0.269131,0.188451,0.0,0.0,0.0,0.0,0.148374,0.148374,0.0,0.165914,0.165914,0.05,0.05,0.9,0.0,0.034285,0.034285,0.0,0.0,0.0,"족보, 족보를, 화를, 학점은, 구하면, 텀프도, 수업에, 학점, 교수님이, 이유로, 매주, 텀프, 구하세요, 족보만, 교수님은, 마지막에, 하지만, 있었는데, 수업이라, 있는",족보를 못 구함 = 지옥을 맛보개 될 것임 족보를 구함 = 매주 제출하는 레포트? 족보 대충 보고 코드 슥 고쳐서 한글로 대충 쓰고 gpt로 번역 딸깍 돌리면 끝..이긴 한데 이번 학기 조교님들이 채점을 굉장히 깐깐
122,44954,0.7024835323585673,0.5839727342503936,0.9790087279443058,4.895043639721529,6,46,4.8,0.96,0.967392,0.032608,0.967392,0.032608,0.836956,0.163044,0.152174,0.695652,0.4,0.4,0.0,0.102202,0.071564,0.0,0.0,0.0,0.0,0.09601,0.09601,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.108922,0.108922,0.0,0.184658,0.040643,"영어로, 외국인이, 반에, 세세한, 양이, 설명해주심, 수업하시고, 있어서, 설명해주시고, 이해가기, 써머리부분은, 한국말로도, 국제어라도, 있어시습니다, 수업했지만, 국제어강의인, 내용이해에, 미친다, 사지선다, 괄호채우기",반에 외국인이 있어서 영어로 수업했지만 국제어강의인 만큼 학점비율 크고 채워서 잘주심. 영어를 못해도 내용이해에 불편함 없음. 피피티로 강의하시는데 수업만 잘 듣고 매주 복습만 제대로 하면 괜찮을 정도임. 양이 너무
123,2169070,0.7018844322978959,0.6101829910345646,0.9158544619123352,4.579272309561676,20,100,4.55,0.91,0.955,0.045,0.975,0.025,0.89,0.11,0.295,0.57,0.4105,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099189,0.111367,0.0,0.223773,0.223773,0.0,0.15,0.85,0.0,0.059843,0.059843,0.0,0.0,0.0,"부분만, 학점, 너그럽게, 수업에서, 영어고, 기초를, 평점이, 같아요, 좋은, 주시는, 부분에서, 하는, 없을, 모르겠어요, 오픈북, 높은, 배울, 성적을, 시험에, 하나도",성적을 너그럽게 주시는 점에서 평점이 높은 건 이해되지만... 솔직히 강의력이 좋은 편인지는 잘 모르겠습니다 많은 걸 가르쳐주시기는 하지만 시험에는 몇 가지 단편적인 부분만 출제됩니다. 배운 걸 써먹지는 못한다는 느
124,1937067,0.7012524470726981,0.6408099880646623,0.8422848514247818,4.211424257123909,20,93,4.32,0.864,0.688172,0.311828,0.983872,0.01613,0.736558,0.263441,0.532258,0.252688,0.836559,0.102688,0.0,0.227848,0.219464,0.0,0.0,0.0,0.0,0.073067,0.178678,0.098911,0.201855,0.233747,0.05,0.15,0.8,0.0,0.0,0.0,0.0,0.0,0.0,"시험, 물리, 대체과제, 문풀, 물리를, 얻어가는, 없고, 없이, 머리, 없는, 때문에, 다만, 너그럽게, 2번, 대체, 레포트, 따로, 나옴, 편하게, 것이","시험 안쳐서 상대적으로 널널한 시험기간 보낼수있음. 다만 얻어가는 건 없으니,, 잘 선택하시길"
125,78856,0.7008727430349451,0.6096690406128028,0.9136813820199438,4.568406910099719,20,116,4.59,0.918,0.810345,0.189655,0.965517,0.034483,0.663794,0.336207,0.465518,0.155173,0.429742,0.367242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26288,0.26288,0.0,0.064312,0.064312,0.0,0.05,0.95,0.0,0.129925,0.129925,0.0,0.0,0.0,"온라인으로, 시험은, 객관식, 공부하기, 좋았습니다, 융생의, 투표, 않고, 헷갈리긴, 서술형, tf, 나와서, 중간, 강의력도, 같아요, 주관식, 변별력, 열심히, 학생들, 기본",융생의 기본 과목인 것 같아요 무난하게 듣기 추천
126,2376863,0.7007005690095537,0.5864068891945753,0.9673858219111702,4.836929109555851,16,56,4.95,0.99,0.973214,0.026786,0.991071,0.008929,0.9375,0.0625,0.080357,0.839286,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047639,0.047639,0.0,0.12832,0.12832,0.0,0.0625,0.9375,0.0,0.105939,0.105939,0.0,0.0,0.0,"많아서, 온라인으로, 일정, 필기도, 양이, 인품이, 학점도, 친절하셔서, 알려주십니다, 많다, 교수님이, 매우, 하지만, 질문도, 그저, 들어도, 학생, 제일, 아주, 열심히",교수님이 매우 친절하신게 느껴집니다. 시험날짜도 학생 편의에 맞춰주시고 수업도 잘 하시는 것 같습니다. 인성 GOAT
